"","V1","B_COUNTRY_ALPHA","C_COW_ALPHA","V1A","V1B","V2","V2A","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146_05","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185G","V185b","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213B","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","Q223_LOCAL","V232","V233","V233A","V234","V235","V236","V237","V237R2","V237R","V238","V238R","V238CS","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V253CS","V255","V256","V257","N_REGION_ISO","V258","V259","V259A","V260","V265","Y001","Y002","Y003","SACSECVAL","SECVALWGT","RESEMAVAL","WEIGHTB","I_AUTHORITY","I_NATIONALISM","I_DEVOUT","DEFIANCE","WEIGHT1A","I_RELIGIMP","I_RELIGBEL","I_RELIGPRAC","DISBELIEF","WEIGHT2A","I_NORM1","I_NORM2","I_NORM3","RELATIVISM","WEIGHT3A","I_TRUSTARMY","I_TRUSTPOLICE","I_TRUSTCOURTS","SCEPTICISM","WEIGHT4A","I_INDEP","I_IMAGIN","I_NONOBED","AUTONOMY","WEIGHT1B","I_WOMJOB","I_WOMPOL","I_WOMEDU","EQUALITY","WEIGHT2B","I_HOMOLIB","I_ABORTLIB","I_DIVORLIB","CHOICE","WEIGHT3B","I_VOICE1","I_VOICE2","I_VOI2_00","VOICE","WEIGHT4B","S001","S007","S018","S019","S021","S024","S025","COW"
"98",5,"USA","USA",2,1,840,840,834,1,1,1,3,3,3,2,2,1,1,2,2,1,2,1,1,2,2,8,2,1,2,0,0,1,1,2,2,NA,NA,1,2,1,2,1,2,1,2,2,2,3,1,10,5,2,1,3,3,3,3,5,6,1,2,2,1,3,3,3,1,1,1,1,6,2,1,4,1,4,1,1,1,1,1,1,2,5,NA,5,2,3,4,3,2,2,1,8,8,5,5,2,2,2,2,NA,2,1,2,NA,1,1,1,4,1,1,1,1,1,1,8,1,NA,1,10,1,1,10,10,NA,3,1,3,2,2,2,2,1,1,3,2,3,2,2,2,2,2,2,2,2,2,2,3,3,1,2,4,1,6,6,9,9,2,9,9,9,10,10,10,10,1,1,5,3,NA,NA,NA,NA,NA,1,2,1,10,1,1,1,1,1,1,2,2e+07,6,1,1,2,2,2,10,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1,1,3,2,1,1,3,2,2,2,2,2,1,7,1240,1,1,1,1,1,1,1,2,8,8,840001,5,840001,1,1,1950,56,3,5,6,3,840004,18,2,3,3,2,7,6,6,1,1,NA,3,1,3,4,840043,2,1400,840001,NA,1240,0.760061,0.760061,2006,4,1,2,1,0.179445,1,0.488796,1,0,0,0,0,1,0.66,0,0.833333,0.497778,1,0,0,0,0,1,0,0.33,0.33,0.22,1,1,0,1,0.666667,1,1,0.66,0.66,0.773333,1,0,0,0.555556,0.185185,1,0.66,0,0.33,0.33,1,2,8400600098,0.608536,0.912803,84005212006,8405,8402006,2
"99",5,"USA","USA",2,2,840,840,724,1,1,2,1,1,1,1,2,2,1,1,2,1,2,1,1,2,2,7,1,2,2,2,0,0,0,2,1,1,NA,1,2,2,2,2,2,1,2,2,2,3,3,9,7,4,1,3,1,1,1,4,1,1,2,2,1,NA,4,3,1,1,3,1,7,1,3,1,2,1,4,1,3,1,2,1,1,4,5,5,1,3,4,1,3,1,1,8,10,3,3,1,1,2,1,2,1,2,1,NA,1,2,2,2,3,3,2,2,2,1,5,1,6,4,6,4,2,7,8,9,2,1,2,1,2,2,2,2,1,3,3,2,2,2,2,3,2,2,2,2,2,1,2,2,3,2,4,2,3,1,10,10,1,10,1,1,10,10,9,9,1,1,1,3,1,1,1,1,2,1,2,1,5,2,1,3,3,3,1,2,2e+07,2,1,1,1,1,1,10,1,5,4,4,5,1,1,1,1,4,4,4,4,5,5,1,NA,2,1,3,3,1,2,2,3,1,1,1,10,1240,1,1,1,1,2,1,1,3,8,8,840001,5,840003,2,1,1958,48,2,4,8,3,840007,23,2,1,3,2,9,10,8,1,2,1,3,1,3,5,840052,5,200,840007,NA,1240,2.260181,2.260181,2006,4,2,2,0,0.136139,0.915,0.495417,0.915,0.5,NA,0,0.269,0.66,0,0,0.166667,0.055556,1,0,0,0,0,1,0,0.33,0.33,0.22,1,0,0,1,0.333333,1,1,NA,1,0.9,0.66,0.333333,0.333333,0.333333,0.333333,1,0.33,0.5,0.415,0.415,1,2,8400600099,1.809592,2.714389,84005212006,8405,8402006,2
"100",5,"USA","USA",2,2,840,840,314,1,1,2,2,2,1,1,2,1,1,1,2,1,2,2,1,2,2,8,2,2,0,1,0,0,0,0,0,0,NA,1,2,1,2,1,2,1,1,1,2,3,1,8,3,2,4,2,2,2,2,2,1,1,2,2,1,2,3,3,2,1,2,1,8,1,2,2,1,1,4,1,3,1,1,1,1,4,1,3,2,2,4,1,1,1,1,9,9,7,9,2,2,2,2,2,2,2,2,NA,1,2,2,2,2,2,2,1,1,1,5,1,8,1,10,1,1,8,10,10,2,2,2,2,2,2,2,1,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,4,1,7,7,10,7,5,7,10,10,10,10,10,7,2,2,4,3,3,2,2,2,2,2,NA,1,7,1,1,1,1,1,2,9,9e+07,1,1,1,1,1,1,10,1,1,5,1,5,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,2,2,1,1,1,1,10,1240,1,1,1,1,1,2,1,1,840001,840001,840002,5,840001,2,2,1939,67,3,6,5,2,840003,18,2,5,NA,NA,NA,NA,NA,NA,2,2,4,2,3,6,840049,4,1400,840003,NA,1240,0.63005,0.63005,2006,2,1,2,0,0.0825,1,0.415,1,0,0,0.33,0.11,1,0,0,0,0,1,0,0,0,0,1,0,0.33,0.33,0.22,1,1,0,1,0.666667,1,1,0.33,0.66,0.663333,1,0,0,0,0,1,0.66,0,0.33,0.33,1,2,8400600100,0.504444,0.756666,84005212006,8405,8402006,2
"101",5,"USA","USA",2,1,840,840,776,1,1,1,2,NA,2,1,2,2,1,1,2,1,1,2,2,2,1,1,2,2,0,0,0,0,0,0,0,0,NA,1,2,1,2,1,2,2,2,2,2,2,1,10,5,2,1,3,3,1,3,2,1,1,2,2,2,NA,NA,NA,2,2,2,2,10,1,2,3,1,1,4,1,2,2,2,1,1,5,1,3,2,5,5,1,4,3,1,10,10,6,3,2,1,3,2,NA,1,2,2,NA,2,2,2,3,2,1,2,1,2,1,5,1,6,2,8,2,8,2,9,9,2,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,3,3,3,3,2,4,3,5,5,10,5,1,8,7,10,10,10,10,3,2,2,3,1,NA,NA,NA,NA,NA,2,NA,1,10,3,3,3,3,3,2,2,2e+07,3,1,1,1,1,1,9,1,4,1,4,4,1,1,1,1,1,1,1,5,10,1,1,1,NA,2,1,1,2,2,2,3,1,1,1,5,1240,1,1,1,1,2,1,1,3,840002,840002,8,5,840003,1,1,1930,76,3,6,6,3,840004,NA,2,4,NA,NA,NA,NA,NA,NA,1,NA,14,1,4,5,840048,2,1400,840003,NA,1240,0.520042,0.520042,2006,2,0,1,NA,0.206945,1,0.148185,0.915,0.5,0,0.33,0.276667,1,0.33,0,0.333333,0.221111,1,0,0,0,0,1,0.33,0.33,0.33,0.33,1,0,0,0,0,1,0.5,NA,NA,NA,0.66,0,0,0.444444,0.148148,1,0,0,0,0,1,2,8400600101,0.416366,0.62455,84005212006,8405,8402006,2
"102",5,"USA","USA",2,1,840,840,433,1,1,1,2,4,2,2,4,1,1,2,2,1,1,2,1,2,2,5,1,1,0,0,0,0,0,0,0,0,NA,1,2,2,2,2,2,1,2,2,2,2,2,10,8,1,3,2,2,2,2,2,5,1,2,2,2,3,3,3,2,2,3,3,5,1,2,4,2,1,2,1,3,1,2,1,1,6,6,3,3,6,4,4,2,2,1,10,10,1,1,2,1,2,2,NA,1,2,2,NA,1,2,2,3,1,1,1,2,1,1,5,1,5,1,10,1,1,5,10,10,1,1,1,1,2,1,1,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,NA,3,4,4,4,1,1,1,10,1,1,10,10,10,10,10,10,8,3,2,1,3,NA,NA,NA,NA,NA,3,NA,2,10,3,2,3,3,1,3,2,2e+07,7,2,1,1,1,2,5,2,4,4,4,4,1,1,1,1,1,1,1,6,1,1,1,1,3,2,2,2,3,2,2,3,3,2,2,5,1240,1,1,2,2,2,2,2,1,8,8,5,5,4,1,1,1937,69,3,6,5,2,840003,20,2,8,NA,NA,NA,NA,NA,NA,1,NA,6,2,4,3,840047,2,1400,840001,NA,1240,0.600048,0.600048,2006,2,3,3,0,0.400834,1,0.48963,1,0.5,0,0.33,0.276667,1,0.33,1,1,0.776667,1,0,0,0,0,1,0.33,0.66,0.66,0.55,1,1,0,1,0.666667,1,0.5,0.66,0.66,0.606667,1,0,0,0.555556,0.185185,1,1,0,0.5,0.5,1,2,8400600102,0.480423,0.720634,84005212006,8405,8402006,2
"103",5,"USA","USA",2,1,840,840,664,1,1,2,2,2,1,4,3,1,1,1,2,2,1,2,1,2,2,4,2,2,0,0,0,0,0,0,0,0,NA,1,2,2,2,2,2,1,2,2,2,3,3,8,1,1,3,1,1,1,1,1,3,1,2,2,1,1,4,4,2,1,3,1,8,1,3,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,NA,NA,4,3,3,3,NA,2,2,2,NA,2,3,3,3,1,1,1,1,1,1,6,1,10,6,6,6,5,4,5,5,2,1,2,2,4,1,1,2,1,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,2,2,2,2,6,6,6,6,6,5,5,5,5,5,10,8,2,2,1,5,NA,NA,NA,NA,NA,3,NA,2,5,NA,3,3,3,3,1,3,30100000,1,1,1,1,1,1,10,1,1,1,1,1,1,1,10,1,1,1,8,10,9,7,1,1,1,1,1,1,1,2,2,1,1,1,1,10,1240,1,1,2,2,2,2,1,1,840002,840002,8,840001,840002,1,2,1951,55,3,5,5,2,840003,NA,2,1,7,2,1,1,1,2,1,NA,7,2,4,6,840055,5,1400,840006,NA,1240,0.63005,0.63005,2006,2,2,2,0,0.220833,1,0.626482,1,0,0,0.33,0.11,1,0,0,0,0,1,0,1,0,0.333333,1,0,0.66,0.66,0.44,1,1,0,1,0.666667,1,1,0,1,0.666667,1,0,0.777778,1,0.592593,1,0.66,0.5,0.58,0.58,1,2,8400600103,0.504444,0.756666,84005212006,8405,8402006,2
"104",5,"USA","USA",2,1,840,840,345,1,1,1,2,1,1,2,4,1,2,1,2,1,2,1,1,2,2,7,1,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,2,1,1,2,2,2,1,5,5,1,4,3,3,3,3,3,1,2,2,2,1,3,2,2,2,2,2,2,4,2,1,2,1,1,3,1,2,2,2,2,3,NA,3,3,3,3,3,3,3,3,2,4,4,4,4,2,1,3,3,NA,2,2,2,NA,1,2,2,2,1,1,2,1,2,1,5,1,6,7,6,5,5,5,7,5,3,1,2,2,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,1,2,3,1,NA,NA,NA,NA,NA,3,NA,2,5,1,1,1,1,1,1,0,100000020,2,1,2,2,2,2,8,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,1,1,2,1,2,2,2,2,3,3,3,3,6,1240,1,1,1,1,1,1,1,1,840002,840002,840001,5,840002,2,1,1940,66,3,6,3,1,840001,NA,2,8,NA,NA,NA,NA,NA,NA,1,NA,11,2,4,5,840041,7,1400,840004,NA,1240,0.75006,0.75006,2006,2,2,2,1,0.470556,1,0.484445,1,0.5,0,0.33,0.276667,1,0,0,0.166667,0.055556,1,1,1,1,1,1,0.33,0.66,0.66,0.55,1,1,0,1,0.666667,1,0.5,0.66,0.33,0.496667,1,0.444444,0.444444,0.444444,0.444444,1,0.66,0,0.33,0.33,1,2,8400600104,0.600528,0.900793,84005212006,8405,8402006,2
"105",5,"USA","USA",2,2,840,840,1111,1,1,1,3,4,1,1,1,2,1,1,2,1,2,2,1,2,1,8,1,2,2,1,1,1,1,0,0,0,1,1,2,2,2,2,2,2,2,2,2,3,2,9,8,1,2,3,4,2,4,4,1,2,2,1,2,3,3,3,3,2,2,3,8,1,2,1,3,1,4,1,2,1,1,1,3,5,5,5,3,5,3,2,4,5,1,7,5,3,6,3,1,2,2,NA,1,2,2,NA,2,3,3,2,2,1,2,2,3,2,5,1,5,3,7,2,3,7,7,8,3,1,2,1,2,1,2,2,1,3,3,2,1,2,2,3,3,2,2,3,2,2,3,3,3,3,4,2,5,3,9,7,3,8,8,8,9,9,9,9,2,2,1,3,2,2,1,1,1,2,NA,2,9,3,1,1,2,1,2,2,2e+07,2,1,1,1,1,1,9,1,4,5,4,2,1,1,1,1,3,1,5,1,1,1,1,1,2,1,1,2,2,2,2,3,3,1,1,6,1240,1,1,1,2,2,1,1,3,8,8,840001,5,840003,1,1,1935,71,3,6,5,2,840003,18,2,4,NA,NA,NA,NA,NA,NA,1,NA,6,3,2,6,840052,1,1400,840007,NA,1240,1.680135,1.680135,2006,2,0,1,NA,0.096389,1,0.248889,1,0,0,0.66,0.22,1,0,0,0.166667,0.055556,1,0,0,0,0,1,0,0,0.33,0.11,1,0,0,0,0,1,1,0.66,0.66,0.773333,1,0.222222,0.444444,0,0.222222,1,0,0,0,0,1,2,8400600105,1.345184,2.017776,84005212006,8405,8402006,2
"106",5,"USA","USA",2,1,840,840,98,1,1,2,1,2,1,1,2,1,1,1,2,1,2,1,2,2,2,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,1,2,2,2,3,3,10,10,1,4,1,3,2,1,1,1,1,2,2,1,2,2,3,3,1,3,1,5,1,2,2,4,1,2,1,3,1,2,1,5,6,3,5,1,5,5,5,1,5,1,10,10,1,5,1,1,3,2,NA,1,2,2,NA,2,2,4,4,3,3,4,4,2,2,10,1,10,1,10,1,1,10,10,10,3,1,2,1,3,2,2,1,1,3,NA,3,2,NA,1,3,3,3,NA,4,3,2,3,4,4,4,4,1,10,5,10,6,1,10,7,8,4,10,10,9,1,2,1,2,NA,NA,NA,NA,NA,2,NA,2,10,2,2,2,2,2,1,9,9e+07,2,2,1,2,1,2,8,1,4,5,NA,1,1,1,1,1,4,3,1,NA,1,1,1,1,4,2,NA,1,4,2,2,2,1,1,1,1,1240,1,1,2,1,2,2,1,2,840001,840001,8,840002,840001,1,1,1933,73,3,6,7,3,840005,23,2,4,NA,NA,NA,NA,NA,NA,2,2,1,2,2,5,840047,6,1400,840010,NA,1240,0.290023,0.290023,2006,2,3,3,2,0.247911,0.915,0.481917,0.915,0.5,0,0.66,0.386667,1,0,1,0.166667,0.388889,1,0,0,0,0,1,0,0.33,NA,0.21609,0.66,1,0,1,0.666667,1,1,0.33,0.33,0.553333,1,0.333333,0,NA,0.207667,0.66,1,0,0.5,0.5,1,2,8400600106,0.232204,0.348307,84005212006,8405,8402006,2
"107",5,"USA","USA",2,2,840,840,924,1,2,1,3,3,4,1,2,2,1,1,2,1,1,2,2,1,2,9,2,0,0,0,0,0,0,0,0,0,NA,1,2,2,2,2,2,1,2,2,2,3,1,8,3,4,1,2,2,2,3,4,1,2,1,1,2,3,3,3,3,1,3,2,8,4,2,3,4,3,1,2,2,1,1,1,2,5,2,3,2,2,4,3,2,5,1,6,6,4,4,3,2,2,2,NA,2,2,2,NA,1,2,2,3,3,2,3,2,2,2,5,1,7,4,8,3,3,6,8,8,2,1,2,2,3,2,2,3,2,3,2,3,2,2,2,3,3,2,3,2,2,2,3,3,2,2,3,2,7,5,8,7,3,7,7,8,8,8,9,5,3,2,1,5,2,2,2,2,2,2,NA,2,9,1,2,1,3,1,1,0,100000020,7,2,2,2,2,2,5,2,4,1,5,1,1,1,1,1,9,8,10,9,10,1,1,1,2,2,1,2,2,2,2,2,1,1,1,8,1240,1,1,1,1,2,1,1,1,8,8,840002,5,840003,1,1,1951,55,3,5,6,3,840004,18,2,1,6,2,5,4,8,1,1,NA,6,3,3,5,840053,2,1400,840008,NA,1240,0.660053,0.660053,2006,2,2,2,0,0.3875,1,0.549398,1,0,0,0.66,0.22,1,1,1,1,1,1,0,0,0,0,1,0.33,0.33,0.33,0.33,1,0,0,1,0.333333,1,1,0.66,0.66,0.773333,1,0.888889,1,0.888889,0.925926,1,0.33,0,0.165,0.165,1,2,8400600107,0.528465,0.792698,84005212006,8405,8402006,2
"108",5,"USA","USA",2,2,840,840,3,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,2,2,2,10,1,0,0,0,0,0,0,0,0,0,NA,2,2,2,2,2,2,2,2,1,2,1,1,10,1,1,2,4,4,4,4,4,1,2,1,1,2,2,2,2,2,3,3,2,5,1,2,4,1,1,4,1,1,1,1,1,1,4,1,1,1,1,4,2,2,2,1,5,5,5,5,3,1,1,1,NA,2,2,2,NA,1,3,3,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,5,5,3,1,1,1,2,2,2,1,1,1,1,3,3,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,10,5,1,2,1,2,1,1,1,1,1,2,NA,2,10,1,1,1,1,1,1,0,100000020,6,2,1,1,1,1,10,1,4,2,4,2,5,5,5,5,10,10,10,10,5,5,1,1,1,1,1,1,1,2,2,1,1,1,1,5,1240,1,2,2,2,2,1,1,1,NA,NA,NA,NA,NA,1,1,1950,56,3,5,5,2,840003,20,2,4,NA,NA,NA,NA,NA,NA,1,NA,7,2,4,5,840046,4,1400,840006,NA,1240,0.660053,0.660053,2006,3,1,2,2,0.512778,1,0.554167,1,0,0,0.33,0.11,1,0,1,0.833333,0.611111,1,1,1,1,1,1,0,0.66,0.33,0.33,1,1,0,1,0.666667,1,0,0.33,0.33,0.22,1,1,1,1,1,1,0.66,0,0.33,0.33,1,2,8400600108,0.528465,0.792698,84005212006,8405,8402006,2
"109",5,"USA","USA",2,1,840,840,237,1,1,1,2,1,1,2,2,2,1,1,2,1,2,2,1,2,1,7,1,2,2,0,0,NA,0,0,2,0,2,1,2,1,1,1,2,1,2,2,1,1,1,8,9,4,1,2,2,2,1,2,5,1,2,2,2,2,3,1,2,1,3,1,4,1,2,2,1,4,1,1,3,1,2,1,3,4,1,5,2,1,4,2,1,3,2,7,6,10,9,2,2,3,2,NA,2,2,2,NA,1,2,2,1,3,2,3,1,2,1,5,1,8,9,10,1,3,10,9,7,3,1,2,1,3,1,1,1,2,3,3,4,1,2,3,3,3,2,2,3,3,2,3,3,1,1,4,1,5,4,4,4,10,2,4,7,5,9,8,4,3,2,5,1,NA,NA,NA,NA,NA,2,NA,2,10,3,1,3,1,1,2,1,10100000,2,1,1,1,1,1,9,2,4,2,4,4,2,2,8,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,5,1240,2,1,2,1,2,2,2,1,840002,840002,NA,840001,840002,1,1,1915,91,3,6,6,3,840004,NA,2,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,840046,8,1400,840002,NA,1240,0.450036,0.450036,2006,1,1,2,NA,0.304723,1,0.165,1,0.5,0,0.33,0.276667,1,0,0,0.166667,0.055556,1,1,1,0,0.666667,1,0.33,0,0.33,0.22,1,0,0,0,0,1,0,0.33,0.66,0.33,1,0,0,0,0,1,0.66,0,0.33,0.33,1,2,8400600109,0.360317,0.540476,84005212006,8405,8402006,2
"110",5,"USA","USA",2,1,840,840,107,1,2,2,3,4,1,1,2,1,1,1,1,1,2,2,2,2,2,9,2,0,2,0,0,0,0,0,0,0,NA,1,2,2,2,2,2,1,2,2,2,3,3,8,6,4,1,3,3,4,4,4,1,1,2,2,2,3,3,3,3,2,3,2,8,1,2,4,2,3,2,2,2,3,2,2,3,5,2,NA,3,4,5,4,4,3,1,5,5,5,5,2,1,2,2,NA,2,2,2,NA,2,3,3,2,3,3,3,2,2,2,6,1,6,5,5,5,6,6,6,5,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,NA,3,3,3,2,2,NA,2,4,3,4,1,5,2,8,5,2,6,5,4,5,7,8,5,3,2,1,3,NA,NA,NA,NA,NA,1,5,1,7,3,3,3,3,3,3,1,10100000,2,1,1,1,1,1,10,1,5,4,4,4,1,3,3,1,5,5,1,5,5,5,1,2,3,2,2,2,3,2,2,3,3,2,1,7,1240,1,1,1,2,1,2,2,1,8,8,840002,NA,840003,1,1,1919,87,3,6,8,3,840007,32,2,4,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,840052,8,1400,840002,NA,1240,0.330026,0.330026,2006,2,4,3,1,0.387223,1,0.642407,1,0.5,0.33,0.66,0.496667,1,0,0,0.166667,0.055556,1,1,1,0,0.666667,1,0.33,0.33,0.33,0.33,1,1,1,1,1,1,1,0.66,0.66,0.773333,1,0.444444,0,0.444444,0.296296,1,1,0,0.5,0.5,1,2,8400600110,0.264233,0.396349,84005212006,8405,8402006,2
"111",5,"USA","USA",2,1,840,840,909,1,1,2,2,2,1,1,1,2,1,1,2,1,2,2,1,1,2,9,2,2,0,0,0,1,0,0,2,0,NA,1,2,2,2,2,2,1,2,2,2,3,1,NA,9,4,1,2,2,2,2,4,1,1,2,2,2,2,3,3,2,2,3,3,7,2,1,1,3,1,4,1,3,2,1,1,5,6,2,6,3,6,6,3,3,4,1,8,6,6,10,2,1,2,3,NA,1,1,2,NA,2,3,3,3,4,4,4,2,2,1,8,1,6,3,10,1,1,6,8,10,3,1,2,2,3,2,2,1,1,3,2,3,1,2,2,3,3,2,2,3,3,2,3,4,4,3,4,1,1,1,10,5,1,10,10,5,10,10,10,9,1,2,1,3,NA,NA,NA,NA,NA,2,NA,2,10,1,1,3,3,3,2,2,2e+07,2,1,1,1,1,1,10,1,4,4,2,5,1,1,1,1,1,1,1,4,1,1,1,1,3,2,1,2,2,1,1,3,3,2,1,1,1240,1,1,1,1,2,2,1,1,840001,840001,8,840002,840001,1,2,1937,69,3,6,5,2,840003,17,2,4,NA,NA,NA,NA,NA,NA,2,2,1,1,3,4,840048,7,1400,840002,NA,1240,0.400032,0.400032,2006,1,0,1,NA,0.068889,1,0.276944,1,0,0,0.33,0.11,1,0,0,0.166667,0.055556,1,0,0,0,0,1,0,0,0.33,0.11,1,0,0,1,0.333333,1,1,0.33,0.66,0.663333,1,0,0,0.333333,0.111111,1,0,0,0,0,1,2,8400600111,0.320282,0.480423,84005212006,8405,8402006,2
"112",5,"USA","USA",2,1,840,840,1058,1,2,1,3,3,2,2,1,1,1,1,2,1,1,2,2,2,2,10,2,1,1,0,0,1,0,0,0,0,NA,1,2,2,2,2,2,1,2,1,2,2,1,5,4,1,4,3,3,3,3,3,1,1,2,2,3,3,3,3,3,3,3,3,7,2,1,1,3,1,4,1,1,2,2,1,2,2,3,3,3,3,3,3,3,3,2,8,8,8,8,3,2,2,2,2,2,2,2,NA,1,3,3,3,2,2,2,4,3,3,9,1,7,6,4,4,3,7,6,8,4,1,2,3,3,3,3,1,2,4,3,4,3,3,3,3,3,3,3,3,3,3,3,4,2,2,2,2,7,7,7,7,7,8,8,8,8,8,8,7,3,2,2,3,NA,NA,NA,NA,NA,3,NA,2,10,2,2,2,2,2,2,2,2e+07,3,1,1,1,1,1,10,1,2,2,2,2,2,6,6,6,6,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,1240,2,1,1,1,2,1,1,2,840001,840001,8,840002,4,1,2,1955,51,3,4,5,2,840003,22,2,1,7,2,1,1,6,2,2,1,1,3,3,5,840051,2,1400,840001,NA,1240,3.270262,3.270262,2006,2,0,1,1,0.539445,1,0.373889,1,0.5,0,0.66,0.386667,1,0.33,0,0.333333,0.221111,1,1,1,1,1,1,0.33,0.66,0.66,0.55,1,1,0,1,0.666667,1,0.5,0.66,0.66,0.606667,1,0.555556,0,0.111111,0.222222,1,0,0,0,0,1,2,8400600112,2.618304,3.927456,84005212006,8405,8402006,2
"113",5,"USA","USA",2,1,840,840,1269,1,2,2,2,2,1,1,2,1,2,1,2,1,2,1,1,2,2,7,2,2,2,2,0,1,0,0,0,0,NA,1,2,2,2,1,2,1,2,1,2,2,1,7,6,1,4,2,2,2,1,3,1,1,2,2,3,3,3,2,1,3,2,2,5,2,1,2,1,1,4,1,2,1,1,2,2,3,2,4,2,2,4,2,2,2,1,8,8,4,5,2,1,3,3,NA,1,2,2,NA,2,3,3,2,2,3,2,1,1,1,6,1,7,3,7,2,3,8,8,8,3,2,2,2,3,2,3,1,1,3,3,3,2,3,2,2,3,3,3,2,2,2,3,4,1,2,2,1,7,5,8,5,6,8,8,8,6,8,9,7,2,1,4,1,NA,NA,NA,NA,NA,2,NA,2,9,1,2,2,1,2,2,2,2e+07,2,1,2,1,1,2,10,1,2,4,2,4,7,2,3,1,1,2,2,2,3,1,1,1,1,1,1,1,2,1,2,2,1,1,1,5,1240,1,1,2,2,2,2,2,1,840001,840001,5,840002,840001,1,1,1928,78,3,6,5,2,840003,18,2,4,NA,NA,NA,NA,NA,NA,1,NA,14,2,3,5,840049,6,1400,840003,NA,1240,0.400032,0.400032,2006,2,1,2,1,0.263056,1,0.419352,1,0,0,0,0,1,0,0,0.166667,0.055556,1,1,1,0,0.666667,1,0,0.33,0.66,0.33,1,1,0,1,0.666667,1,0.5,0.66,0.66,0.606667,1,0,0.111111,0.111111,0.074074,1,0.66,0,0.33,0.33,1,2,8400600113,0.320282,0.480423,84005212006,8405,8402006,2
